# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.18403
10000 -4.18446
15000 -4.18477
20000 -4.1849
25000 -4.18646
30000 -4.18749
35000 -4.19061
40000 -4.1915
45000 -4.19232
50000 -4.19311
