# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.14426
10000 -4.14431
15000 -4.14584
20000 -4.14713
25000 -4.14668
30000 -4.1477
35000 -4.14792
40000 -4.1481
45000 -4.14878
50000 -4.1497
