# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.20488
10000 -4.20728
15000 -4.20916
20000 -4.20994
25000 -4.21285
30000 -4.21246
35000 -4.21298
40000 -4.21309
45000 -4.21372
50000 -4.21286
