# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
5000 -4.20319
10000 -4.20344
15000 -4.20341
20000 -4.20353
25000 -4.204
30000 -4.20419
35000 -4.20375
40000 -4.20417
45000 -4.20423
50000 -4.20382
